Layer,0,Weights
0.017640524,-0.0070371903,0.92313135,-0.27325788,-0.39439645,-0.036736965,-1.1014206,-0.031512413,0.7867188,-0.032727882,0.0014404356,2.7274046,-1.5982153,0.0012167501,-0.025566638,-0.026678618,1.3844613,-0.031056693,-0.026854275,0.68586665
-0.025529897,-0.0109216515,5.9662905,-0.9780019,0.23774756,-0.042634364,0.3210841,-0.03188589,-2.4735591,-0.026620794,0.0015494743,-0.18922205,1.3310492,-0.019807965,-0.033497773,-0.028456684,1.5567625,-0.017041964,-0.033887677,-1.5447206
-0.01048553,-0.026344527,-0.975475,2.4900203,-1.4950343,-0.03225381,2.8154733,-0.022219123,-5.2236476,-0.04299097,-0.008954666,-2.088843,0.95740974,-0.011806322,-0.030271007,-0.025733307,3.8808308,-0.026037356,-0.036274273,-1.5201584
-0.0067246044,-0.02341796,3.1274128,-2.835196,0.3706915,-0.031799044,-2.465612,-0.0253844,2.4254978,-0.03376695,0.0072909053,1.9993507,-0.32377166,-0.012348258,-0.025993768,-0.036867406,1.6726631,-0.034072224,-0.03312892,-0.69191784
-0.011651498,-0.007856758,0.8735376,0.7478024,-1.0092335,-0.0090769725,-1.9773244,-0.031795997,3.6948535,-0.029510517,-0.0040317695,-0.43058,0.79470456,0.009766391,-0.026434291,-0.022951562,-1.4829206,-0.011040759,-0.028683303,-0.8578209
0.018831506,-0.03632606,2.4358752,-0.6700714,-0.9153751,-0.0076562376,-0.82962,-0.037483327,-0.37466252,0.0026002598,0.01867559,-0.50522083,-0.9046534,0.01910065,-0.032694627,-0.021993775,0.77080244,-0.027015768,-0.023870287,2.6253242
0.0037642552,-0.03130636,2.7037892,-2.1627476,-3.1390407,-0.029433481,0.021937037,-0.011512411,1.3479924,-0.030815825,-0.0076991604,2.0378733,-1.9984471,0.00031830557,-0.03637126,-0.023253081,-0.36774296,-0.030541455,-0.02603778,1.7320198
-0.0149125755,-0.021769255,-4.31373,2.0705507,2.067531,-0.016733656,-1.0158484,-0.018835587,0.56391567,-0.004026365,-0.000682416,2.9733727,-0.68108654,-0.008264385,-0.030996557,-0.036652837,3.8902426,-0.030552939,-0.041484106,0.09442207
-0.0049803243,-0.00061934587,2.7657857,-3.5028763,-2.4112647,-0.019647095,-1.1923139,-0.045457635,-2.6342845,-0.03594382,0.009208588,3.101925,0.9580805,-0.006510256,-0.040359665,-0.023201084,7.29664,-0.034747355,-0.034563962,-0.41162407
-0.0035399392,-0.042155888,4.190519,2.1524377,4.409361,-0.04111018,2.1276634,-0.029481238,-4.705353,0.030135384,-0.012928569,1.089479,0.8039519,-0.011680935,-0.024777448,-0.031733483,2.4342089,-0.016385775,-0.008376462,1.2358881
-0.0036918183,-0.019995268,-1.2646322,-7.693879,1.8767465,-0.041481845,-2.3903277,-0.03737875,1.4691448,-0.041423164,0.0091017885,-0.7717367,1.2025642,-0.004664191,-0.039443925,-0.034118116,-1.0760117,-0.023721153,-0.0073537175,1.2260638
-0.00955945,-0.030481812,-2.3217096,2.6695538,-1.0317398,-0.026191577,3.6423686,-0.027686277,2.596731,-0.0019497366,-0.0142406095,-1.9537684,1.5656724,0.0041605006,-0.041574083,-0.022206768,3.6349947,-0.046441033,-0.025745358,1.3969439
-0.0063743703,-0.020268394,2.175037,3.8006744,2.0336492,-0.04010879,-0.44557396,-0.019201905,-3.23902,-0.046786577,0.0052106488,2.6633625,-0.4986724,-0.0031932842,-0.023090614,-0.023069307,-0.47844735,-0.040500224,-0.045806423,-0.27701712
-0.011888592,-0.032319635,-3.3570533,-3.5485713,-4.1641107,-0.022824917,3.177964,-0.0291163,-2.6841164,-0.038232673,0.0039904634,0.15461493,-1.4017265,0.003900933,-0.036527768,-0.033925027,3.562975,-0.016910076,-0.05030411,0.9178671
-0.0011054066,0.0027334937,-2.3995104,4.343788,1.3686036,-0.013551564,2.011857,-0.017887535,2.123009,-0.020958286,-0.0062808758,-1.3479009,-1.443091,-0.010600158,-0.031367272,-0.018647129,0.17283805,-0.021870518,-0.033977516,-0.7135822
-0.013065268,0.012176697,4.1490965,-0.45935488,-3.4585195,-0.02562322,-2.028203,-0.043455232,-1.4212253,-0.04073222,-0.0013370157,-0.2962044,0.16088168,-0.007306777,-0.033849046,-0.029055567,8.090102,-0.02682626,-0.030590145,-4.8948164
-0.0071960436,-0.011079245,-5.743389,0.23913524,-3.2502096,-0.013367758,0.4908898,-0.0074327346,-3.639345,-0.025460867,0.007471883,-0.8449963,-0.6826992,-0.011838807,-0.05659978,-0.023952493,-2.4045506,-0.023629773,-0.036825694,-1.0852256
0.010685093,0.048921958,5.228119,0.79698366,5.5695357,-0.013048391,2.8133311,-0.028399117,0.11887348,-0.033678144,-0.0076414393,-0.47697353,3.1898496,-0.0068944916,-0.036518514,0.024577495,-5.9959626,-0.031177208,-0.034685068,1.4887578
0.006984571,-0.018121943,1.0303605,-1.7211069,0.9763198,-0.01940674,-3.24124,-0.03395267,0.3318011,-0.052772883,0.002804417,1.3225663,-0.49730456,-0.0024945857,-0.029515978,-0.02507857,-2.3757389,-0.04099781,-0.032066192,0.84496516
-0.016981058,-0.022725148,-1.1570216,2.4776845,3.1083686,-0.043531343,2.8797956,-0.044727966,0.7631401,-0.039151058,0.005672903,1.534686,1.0904516,-0.01616474,-0.032931488,-0.037634086,-1.0281038,-0.016412124,-0.015342508,1.0483699
-0.005986539,-0.02862735,3.2738655,-0.3669904,-1.2573531,-0.012456803,0.06775772,-0.029416606,1.4728919,-0.0441736,-0.014465347,-2.4734833,0.999135,-0.0023346664,-0.012687338,-0.023170711,-2.152583,-0.020678012,-0.014805822,-0.3262418
0.009295051,-0.019610692,5.9069448,-0.23805209,0.64096475,-0.023773171,2.5658479,-0.057398666,2.342253,-0.036939733,-0.004668455,2.16555,0.4691924,0.002768719,-0.03971176,-0.026867079,-7.5873733,-0.02637085,-0.02199219,2.8679786
-0.00395229,-0.023611274,-2.7572792,0.14542453,-0.98566926,-0.0132826585,3.2131531,-0.03965272,4.0077257,-0.037812043,-0.010546285,-0.8960202,2.2504597,0.0027909577,-0.026626995,-0.009803751,-1.0327091,-0.048302945,-0.028015327,-3.785862
-0.0051751905,0.0384284,-0.8456371,-1.4097378,-4.518672,0.003523545,-2.862378,-0.037918415,3.838686,-0.038275123,-0.020164065,1.3683561,0.7195254,-0.007097279,-0.012574967,-0.020037785,3.7437952,-0.035907257,-0.018696966,-0.444377
0.007714059,0.0015330417,-0.14084673,-0.89954245,-1.5240908,-0.034397874,-0.3412586,-0.024476163,-3.3381467,-0.034751944,-0.010299352,-2.5320895,-0.28174672,0.01298022,-0.0030546887,-0.030752366,-0.075375035,-0.032521922,-0.040190548,-0.037727617
0.0038273241,0.050334472,-2.0562098,-1.2393297,2.3455243,-0.0058126845,-3.7245367,-0.045635264,-3.1526315,-0.027715327,0.008952603,-0.45571473,-5.479081,-0.019686246,0.02322882,0.031742834,-2.3900836,-0.017283566,-0.027111836,0.49840558
