Layer,0,Weights
-0.03705251,0.24764207,0.116158165,-0.17687906,0.14168404,-0.65228087,0.056430712,-1.0158077,-0.19698997,0.42575026
0.091142625,-0.1346031,0.33767325,-0.21989049,0.1931587,0.10909537,0.1791004,-0.11224413,0.27604997,-0.020068953
-0.09382106,0.12830617,-0.12494106,-0.09384855,-0.0513422,0.12317716,-0.080658205,0.24018481,0.11336138,-0.075634964
0.023624703,-0.053687535,0.19739681,-0.0855806,0.037819304,0.027121855,-0.4723029,-0.040611215,0.008013018,0.17064369
0.23821923,0.47698253,0.7272931,0.17600831,-0.6154068,0.37676787,0.2540501,0.051091593,0.1463469,-0.0227113
0.17604993,0.046099376,-0.20378576,0.09810716,-0.595093,-0.13302775,0.02874911,0.41084325,-0.19261831,-0.27630106
-0.13061032,-0.33027014,0.4996458,-0.010891319,0.13493198,0.35104266,0.013889819,0.437298,-0.121505395,0.13896847
-0.27745554,0.50577193,-0.2074629,0.043553866,0.13739307,-0.17909406,0.2622121,0.035009954,-0.31927434,0.24808358
-0.07661075,0.020243173,-0.20185709,-0.35312483,0.2382271,-0.20759451,-0.6373667,-0.31742144,-0.15046085,-0.17484324
0.31585008,-0.05825496,-0.32525024,-0.17942129,0.13502616,-0.10332521,0.030077482,-0.09557277,-0.0821894,0.055071134
-0.032623243,0.053632706,0.16845039,0.01076715,-0.16005823,-0.18094733,0.2346439,0.11000152,0.104739524,-0.40790382
-0.08207868,0.22198889,-0.08060067,-0.08722345,0.26481286,0.5441093,-0.26118892,0.042794097,0.24445665,0.30627924
-0.388657,-0.37953532,-0.5653786,-0.2923701,-0.24619734,-0.7918532,0.51546824,-1.0451226,0.17869481,0.22759989
-0.037543032,-0.19359164,-0.00058546866,0.13684088,-0.18017389,-0.13782804,0.054888416,0.07305494,0.19744,-0.38049135
-0.08264994,-0.50102437,-0.33762884,-0.101791345,0.29006884,-0.062079377,0.3341272,-0.21003951,-0.07545015,0.025687797
0.11865531,0.108557396,0.357021,-0.17288509,0.31503317,-0.3612024,0.08003541,-0.10284192,-0.28763834,-0.26706398
0.37879822,0.22475058,0.27753365,0.51863563,-0.1795983,0.691241,-0.35514584,0.7677633,-0.19690418,-0.21251374
Layer,0,Biases
-0.15563177,-0.31058654,-0.14412661,-0.23271406,-0.27282503,-0.16480942,-0.2625308,-0.07244384,-0.28177923,-0.2522679
Layer,1,Weights
7.227444,4.07338,-7.44347,0.48916736,-10.670073,3.205692
1.6286954,-8.37519,-10.092393,0.76921624,2.0795105,5.3251023
-8.312175,4.0320005,-5.4995966,8.679026,-11.698136,-0.85386115
7.7773814,4.165162,-8.528839,2.5018835,-12.8174095,2.9849126
5.0917363,3.7128103,1.6834774,-1.5188602,1.0312905,-15.436133
1.8278509,-1.2700821,3.9712875,4.682853,-3.3995733,-18.827564
-4.0295725,-14.345331,-3.326438,2.4549706,4.349324,4.0533714
-3.4775832,5.515951,7.1443624,5.936827,-11.638998,-17.323864
3.6577544,-15.751444,-12.670709,1.345865,1.9378611,4.223705
-7.3956046,7.1428986,0.30594105,-0.6325174,4.4155164,-13.998077
Layer,1,Biases
-3.6941257,0.31097156,2.7346268,-0.58069295,1.2586865,-0.79124695
