Layer,0,Weights
0.02599084,-0.1019406,-0.14784709,0.10446121,-0.083351485,-0.16119522,-0.1794091,-0.007897534,0.1871176,-0.06906643
0.37349218,-0.011287105,-0.24491172,0.24664192,0.5624595,0.12746623,0.11681863,0.121842586,-0.3988222,0.38534588
0.35757402,0.0064392006,0.45984247,-0.47387448,-0.23991507,-0.011642779,0.19583218,-0.16264592,-0.2282873,0.4761038
0.02353789,0.08066224,0.6891759,0.54559255,0.18198524,0.24762069,-0.044493087,-0.3095356,0.2277379,-0.16722734
-0.04679549,0.090535715,-0.30729866,0.5895853,0.010928914,0.31482205,-0.14915851,0.34557277,0.16434433,-0.12589991
-0.08745082,0.031243978,-0.38863862,-0.3013197,0.0851446,0.006202206,0.23742312,-0.09981448,0.3699284,0.045152333
0.21180943,-0.31993297,0.19463085,-0.4779208,0.36597538,-0.22307713,-0.34036696,-0.43745273,0.07150863,0.27644485
-0.34442386,0.12246296,0.10146629,-0.23940231,-0.5298966,-0.42401052,0.19802612,-0.09003501,-0.041473854,-0.38412884
-0.56396574,-0.29686916,-0.09174197,0.5023762,-0.01662879,-0.03080317,0.38901535,0.21090426,0.27605987,-0.43644825
0.21218982,0.2696331,-0.27790913,0.102210715,0.104828686,0.23168793,-0.049597923,0.13778462,0.19038568,0.21251842
-0.7396716,0.02960798,-0.3173622,0.43585488,-0.26639384,-0.32302633,0.032124195,0.042945072,0.25848088,-0.24068776
-0.34311178,0.15682027,-0.10921468,-0.55774665,0.24509881,-0.16866899,0.61626333,-0.38615662,-0.9839539,0.37093607
0.2805745,0.32542607,-0.1237938,0.019136887,0.19896093,-0.34265116,-0.08532684,-0.0752949,-0.49583253,-0.5461454
-0.52747744,-0.5037173,0.12956318,0.0006106896,-1.130513,-0.22148906,-0.06617055,-0.090948395,0.15024821,0.67945796
0.20243426,0.0014833998,-0.05382327,-0.20319642,-0.26215827,-0.060409226,0.069049574,0.40944454,-0.13102956,0.37676778
0.54696214,-0.14026292,-0.124519505,0.6221492,0.17018077,0.13686569,0.092662245,0.29454124,0.58546126,-0.076383345
-0.07728492,-0.25645113,0.29989296,-0.2675901,-0.0006971742,-0.042833157,-0.040712498,-0.11983761,0.5514624,0.2922748
0.12245479,0.3321041,-0.16469228,-0.22185066,0.5139265,0.5719179,0.020986075,0.19827363,-0.34391618,-0.6203937
-0.038599372,-0.0008924562,0.3128971,-0.012266751,-0.05574627,0.08056466,-0.2021384,0.11535229,-0.038760684,-0.027989216
0.37405995,0.00752736,0.03851597,-0.26297057,0.07820418,0.041252993,-0.11572562,0.30286562,-0.13602361,0.24196726
0.09169462,-0.014996084,0.26734257,-0.06591831,0.29947227,-0.014802312,0.40536788,0.05034728,-0.44999564,0.31520212
-0.09611188,-0.07168324,-0.046820115,0.34174603,-0.16797954,0.13860407,-0.24107353,0.66238815,-0.4404645,-0.08023545
0.2441639,0.27957597,-0.1705741,-0.022962995,-0.38455692,0.027039625,0.36764854,-0.22526804,-0.13956815,-0.118000574
0.13207977,-0.50291014,0.007468846,0.34271008,0.48887807,-0.18646374,-0.14824148,-0.0044441447,-0.100139864,0.22213387
-0.08243214,-0.21398753,-0.04558429,0.23989053,0.18695368,0.4984131,-0.66254795,-0.25994793,0.12600993,-0.11773337
